id_venta,fecha,id_cliente,id_producto,cantidad,metodo_pago,descuento
91,2025-04-23 20:00:00,481,85,2,Tarjeta,0
92,2025-01-21 15:00:00,437,42,1,Tarjeta,0
93,2025-11-09 17:00:00,443,132,2,Tarjeta,0
94,2025-01-07 10:00:00,26,79,2,Bizum,0
95,2025-09-28 01:00:00,458,92,3,Efectivo,0
96,2025-06-28 00:00:00,284,76,2,Bizum,5
97,2025-10-20 03:00:00,419,52,3,Bizum,5
98,2025-10-07 08:00:00,403,54,1,Tarjeta,0
99,2025-09-09 07:00:00,295,92,2,Tarjeta,5
100,2025-11-02 08:00:00,52,78,2,Tarjeta,0
101,2025-01-17 13:00:00,482,2,4,Cheque regalo,0
102,2025-05-03 13:00:00,270,78,2,Tarjeta,0
103,2025-03-03 16:00:00,1,66,2,Tarjeta,0
104,2025-02-24 03:00:00,66,130,2,Bizum,5
105,2025-12-11 13:00:00,381,100,2,Bizum,0
106,2025-01-12 13:00:00,31,100,1,Bizum,10
107,2025-07-10 15:00:00,161,71,3,Efectivo,0
108,2025-12-26 18:00:00,40,48,3,Efectivo,0
109,2025-02-13 00:00:00,370,37,2,Tarjeta,0
110,2025-07-08 05:00:00,19,149,3,Tarjeta,5
111,2025-06-05 03:00:00,474,14,1,Tarjeta,0
112,2025-02-06 18:00:00,411,145,2,Tarjeta,0
113,2025-10-31 16:00:00,354,85,5,Efectivo,5
114,2025-02-02 05:00:00,378,98,1,Bizum,5
115,2025-04-17 23:00:00,304,73,1,Bizum,0
116,2025-08-02 15:00:00,408,112,5,Bizum,0
117,2025-06-05 12:00:00,215,86,1,Efectivo,0
118,2025-08-14 13:00:00,191,137,1,Tarjeta,0
119,2025-11-11 21:00:00,459,122,2,Tarjeta,5
120,2025-08-12 15:00:00,39,149,1,Tarjeta,0
121,2025-12-05 07:00:00,236,18,4,Efectivo,0
122,2025-12-12 21:00:00,54,74,4,Cheque regalo,0
123,2025-01-31 17:00:00,232,23,2,Tarjeta,0
124,2025-09-24 17:00:00,358,33,1,Tarjeta,0
125,2025-10-26 12:00:00,222,114,2,Tarjeta,0
126,2025-12-22 14:00:00,49,53,3,Cheque regalo,15
127,2025-08-27 08:00:00,434,13,1,Tarjeta,5
128,2025-05-21 21:00:00,239,23,1,Tarjeta,0
129,2025-06-23 00:00:00,53,18,2,Tarjeta,0
130,2025-09-17 17:00:00,156,3,2,Bizum,0
131,2025-07-18 11:00:00,453,108,3,Bizum,10
132,2025-05-12 15:00:00,6,135,1,Bizum,0
133,2025-05-07 20:00:00,401,15,2,Bizum,0
134,2025-01-28 06:00:00,131,110,1,Bizum,15
135,2025-06-09 07:00:00,340,143,1,Tarjeta,0
136,2025-10-04 15:00:00,348,85,2,Efectivo,0
137,2025-11-01 15:00:00,98,123,2,Efectivo,20
138,2025-12-03 11:00:00,405,106,2,Tarjeta,0
139,2025-04-27 19:00:00,254,69,2,Tarjeta,10
140,2025-04-22 01:00:00,464,77,2,Tarjeta,10
141,2025-02-20 23:00:00,210,33,3,Tarjeta,20
142,2025-09-03 12:00:00,111,143,2,Tarjeta,0
143,2025-06-16 01:00:00,475,95,1,Tarjeta,0
144,2025-01-24 20:00:00,112,101,4,Tarjeta,5
145,2025-03-25 05:00:00,331,105,2,Tarjeta,5
146,2025-10-08 11:00:00,371,80,1,Tarjeta,0
147,2025-04-11 15:00:00,335,17,5,Tarjeta,10
148,2025-08-20 21:00:00,339,90,2,Bizum,0
149,2025-07-10 07:00:00,203,130,1,Tarjeta,5
150,2025-09-05 02:00:00,373,48,3,Bizum,15
151,2025-08-21 12:00:00,295,111,5,Tarjeta,0
152,2025-10-19 13:00:00,236,113,3,Tarjeta,20
153,2025-10-13 11:00:00,51,56,3,Efectivo,0
154,2025-01-07 20:00:00,285,16,2,Efectivo,0
155,2025-09-22 13:00:00,330,45,1,Bizum,0
156,2025-10-01 19:00:00,235,7,1,Efectivo,0
157,2025-01-19 20:00:00,5,42,2,Tarjeta,0
158,2025-10-09 03:00:00,354,149,4,Bizum,5
159,2025-05-11 09:00:00,36,145,1,Bizum,0
160,2025-05-29 03:00:00,210,63,2,Bizum,0
161,2025-06-17 08:00:00,290,43,4,Tarjeta,0
162,2025-06-17 17:00:00,455,71,2,Tarjeta,15
163,2025-07-28 19:00:00,461,116,2,Tarjeta,10
164,2025-08-27 12:00:00,235,57,3,Tarjeta,5
165,2025-06-30 12:00:00,411,40,2,Tarjeta,0
166,2025-09-12 06:00:00,40,112,2,Tarjeta,0
167,2025-09-22 18:00:00,396,66,2,Bizum,0
168,2025-07-02 10:00:00,469,73,1,Bizum,0
169,2025-04-28 02:00:00,369,117,1,Tarjeta,10
170,2025-03-25 00:00:00,26,29,1,Tarjeta,0
171,2025-12-30 08:00:00,41,12,3,Tarjeta,10
172,2025-02-08 07:00:00,448,32,2,Bizum,0
173,2025-05-22 08:00:00,168,148,1,Tarjeta,5
174,2025-07-30 13:00:00,67,96,1,Efectivo,0
175,2025-01-29 06:00:00,37,18,3,Tarjeta,0
176,2025-07-29 11:00:00,460,71,1,Tarjeta,0
177,2025-07-15 09:00:00,434,35,1,Efectivo,0
178,2025-07-24 15:00:00,482,150,4,Efectivo,0
179,2025-08-31 08:00:00,66,135,1,Bizum,15
180,2025-07-28 11:00:00,5,124,2,Tarjeta,5
181,2025-08-10 11:00:00,323,17,2,Efectivo,0
182,2025-01-30 13:00:00,187,119,2,Tarjeta,20
183,2025-02-15 21:00:00,196,15,4,Tarjeta,0
184,2025-01-22 04:00:00,466,86,1,Bizum,0
185,2025-05-14 17:00:00,278,4,1,Tarjeta,0
186,2025-05-29 05:00:00,204,137,4,Efectivo,15
187,2025-05-11 07:00:00,113,54,2,Efectivo,5
188,2025-09-04 00:00:00,425,6,1,Bizum,0
189,2025-12-11 01:00:00,497,77,1,Bizum,5
190,2025-12-17 18:00:00,149,67,3,Efectivo,20
191,2025-12-28 20:00:00,428,13,2,Tarjeta,15
192,2025-01-27 15:00:00,373,80,1,Tarjeta,0
193,2025-04-01 04:00:00,294,71,2,Tarjeta,5
194,2025-07-25 14:00:00,24,75,2,Tarjeta,15
195,2025-03-07 14:00:00,331,140,4,Bizum,10
196,2025-02-19 13:00:00,49,70,3,Tarjeta,5
197,2025-12-10 08:00:00,325,93,3,Tarjeta,0
198,2025-11-15 13:00:00,414,118,3,Tarjeta,0
199,2025-12-11 17:00:00,211,44,1,Tarjeta,0
200,2025-03-22 12:00:00,242,2,3,Bizum,0
201,2025-04-23 19:00:00,434,45,2,Tarjeta,0
202,2025-01-24 12:00:00,22,128,1,Efectivo,0
203,2025-01-15 14:00:00,484,48,2,Efectivo,15
204,2025-10-26 18:00:00,79,39,3,Bizum,5
205,2025-11-18 14:00:00,498,21,4,Tarjeta,20
206,2025-12-26 22:00:00,411,82,1,Cheque regalo,5
207,2025-03-24 18:00:00,455,84,1,Tarjeta,0
208,2025-04-28 16:00:00,300,69,2,Efectivo,0
209,2025-01-21 21:00:00,323,76,3,Efectivo,0
210,2025-08-31 12:00:00,491,133,2,Tarjeta,5
211,2025-07-01 22:00:00,27,5,2,Tarjeta,0
212,2025-01-22 20:00:00,435,95,2,Tarjeta,0
213,2025-12-08 02:00:00,336,90,1,Tarjeta,15
214,2025-12-28 13:00:00,220,64,2,Tarjeta,15
215,2025-10-29 01:00:00,359,8,2,Tarjeta,5
216,2025-08-30 01:00:00,295,94,4,Efectivo,5
217,2025-02-04 22:00:00,89,37,2,Tarjeta,10
218,2025-07-06 04:00:00,22,14,1,Tarjeta,0
219,2025-03-07 04:00:00,133,90,3,Tarjeta,5
220,2025-10-07 01:00:00,371,133,1,Tarjeta,0
221,2025-05-04 18:00:00,60,25,4,Tarjeta,5
222,2025-12-21 09:00:00,49,67,2,Bizum,5
223,2025-02-03 12:00:00,420,150,2,Tarjeta,15
224,2025-05-28 21:00:00,9,129,1,Bizum,5
225,2025-12-04 01:00:00,101,45,2,Efectivo,0
226,2025-06-01 18:00:00,487,16,4,Tarjeta,0
227,2025-03-08 19:00:00,172,79,2,Cheque regalo,0
228,2025-12-20 16:00:00,144,103,2,Tarjeta,0
229,2025-03-29 08:00:00,457,7,4,Bizum,0
230,2025-03-17 23:00:00,453,132,2,Tarjeta,0
231,2025-03-28 19:00:00,149,54,1,Tarjeta,0
232,2025-07-03 10:00:00,398,128,1,Tarjeta,5
233,2025-11-15 01:00:00,43,68,2,Tarjeta,5
234,2025-11-29 11:00:00,340,128,3,Tarjeta,0
235,2025-07-18 14:00:00,225,80,1,Tarjeta,0
236,2025-10-29 02:00:00,85,142,2,Tarjeta,0
237,2025-02-01 10:00:00,441,2,2,Efectivo,10
238,2025-08-18 14:00:00,222,29,1,Tarjeta,0
239,2025-05-12 01:00:00,44,32,3,Tarjeta,15
240,2025-10-31 09:00:00,316,100,3,Bizum,0
241,2025-08-20 16:00:00,14,93,1,Efectivo,10
242,2025-06-23 05:00:00,490,114,1,Tarjeta,0
243,2025-10-07 17:00:00,455,20,1,Tarjeta,10
244,2025-02-14 19:00:00,206,97,4,Bizum,0
245,2025-10-11 00:00:00,64,45,1,Tarjeta,5
246,2025-07-10 09:00:00,100,29,2,Tarjeta,0
247,2025-03-07 00:00:00,491,68,3,Tarjeta,15
248,2025-03-03 04:00:00,26,130,1,Bizum,5
249,2025-07-31 09:00:00,391,96,1,Tarjeta,0
250,2025-05-24 22:00:00,310,56,2,Tarjeta,5
251,2025-06-12 18:00:00,176,55,4,Efectivo,0
252,2025-10-13 01:00:00,211,43,3,Bizum,10
253,2025-10-25 01:00:00,118,98,2,Tarjeta,5
254,2025-01-21 10:00:00,325,114,2,Tarjeta,0
255,2025-10-31 10:00:00,76,73,4,Tarjeta,10
256,2025-10-14 06:00:00,378,72,3,Tarjeta,5
257,2025-12-06 10:00:00,263,33,4,Cheque regalo,0
258,2025-07-12 11:00:00,189,96,2,Tarjeta,0
259,2025-05-06 22:00:00,293,133,3,Tarjeta,5
260,2025-05-14 23:00:00,242,117,2,Tarjeta,0
261,2025-02-28 00:00:00,60,130,4,Tarjeta,15
262,2025-10-19 01:00:00,300,72,1,Tarjeta,0
263,2025-03-07 01:00:00,419,6,3,Tarjeta,5
264,2025-01-26 00:00:00,59,104,2,Bizum,0
265,2025-05-11 03:00:00,102,79,2,Bizum,15
266,2025-11-14 02:00:00,207,131,3,Tarjeta,0
267,2025-01-14 16:00:00,50,103,1,Tarjeta,5
268,2025-06-03 03:00:00,357,129,2,Tarjeta,10
269,2025-05-13 02:00:00,165,24,2,Efectivo,20
270,2025-03-26 08:00:00,425,143,1,Cheque regalo,10
271,2025-06-05 15:00:00,169,2,1,Efectivo,5
272,2025-03-02 20:00:00,69,78,2,Tarjeta,0
273,2025-03-01 12:00:00,381,65,4,Tarjeta,0
274,2025-02-13 08:00:00,16,28,3,Efectivo,0
275,2025-04-26 13:00:00,415,46,5,Efectivo,0
276,2025-07-30 17:00:00,85,91,4,Tarjeta,0
277,2025-11-17 10:00:00,492,31,1,Tarjeta,0
278,2025-06-24 20:00:00,462,103,4,Efectivo,0
279,2025-06-22 05:00:00,356,61,2,Bizum,0
280,2025-02-04 02:00:00,99,67,3,Bizum,0
281,2025-09-27 19:00:00,38,35,4,Tarjeta,0
282,2025-04-30 12:00:00,15,131,3,Bizum,0
283,2025-10-20 19:00:00,434,16,2,Efectivo,10
284,2025-05-16 03:00:00,45,112,1,Tarjeta,5
285,2025-11-09 04:00:00,315,15,1,Efectivo,5
286,2025-05-12 17:00:00,59,7,1,Tarjeta,0
287,2025-12-26 08:00:00,56,29,1,Tarjeta,0
288,2025-07-15 20:00:00,176,142,2,Tarjeta,10
289,2025-11-26 14:00:00,235,33,2,Efectivo,0
290,2025-11-21 23:00:00,363,19,3,Tarjeta,0
291,2025-02-05 18:00:00,112,85,3,Tarjeta,0
292,2025-11-26 10:00:00,99,7,2,Tarjeta,0
293,2025-10-17 16:00:00,221,17,3,Bizum,0
294,2025-09-11 13:00:00,33,61,1,Efectivo,5
295,2025-05-16 13:00:00,457,26,2,Tarjeta,10
296,2025-04-22 01:00:00,88,29,1,Tarjeta,0
297,2025-08-31 14:00:00,58,24,4,Efectivo,0
298,2025-12-14 00:00:00,278,146,2,Tarjeta,20
299,2025-05-02 03:00:00,337,53,1,Efectivo,20
300,2025-07-31 21:00:00,391,100,1,Tarjeta,0
301,2025-03-10 17:00:00,183,29,1,Bizum,0
302,2025-05-15 21:00:00,322,50,2,Tarjeta,10
303,2025-05-20 09:00:00,177,123,1,Tarjeta,0
304,2025-10-23 15:00:00,316,139,1,Bizum,0
305,2025-02-16 05:00:00,361,48,2,Tarjeta,15
306,2025-12-30 00:00:00,366,69,1,Bizum,0
307,2025-10-30 14:00:00,149,81,2,Tarjeta,0
308,2025-02-02 01:00:00,80,66,2,Tarjeta,0
309,2025-10-01 19:00:00,50,142,1,Tarjeta,0
310,2025-12-17 20:00:00,41,27,1,Cheque regalo,0
311,2025-01-14 08:00:00,2,24,3,Cheque regalo,0
312,2025-11-15 05:00:00,310,139,2,Efectivo,5
313,2025-04-01 05:00:00,240,24,1,Tarjeta,0
314,2025-07-02 13:00:00,382,49,2,Tarjeta,0
315,2025-05-05 07:00:00,388,7,1,Tarjeta,0
316,2025-08-22 17:00:00,318,132,4,Tarjeta,0
317,2025-09-09 11:00:00,455,67,1,Tarjeta,0
318,2025-09-07 17:00:00,192,110,2,Tarjeta,0
319,2025-05-10 14:00:00,79,25,2,Tarjeta,0
320,2025-12-20 03:00:00,200,147,3,Tarjeta,10
321,2025-08-03 05:00:00,57,30,1,Efectivo,20
322,2025-06-10 05:00:00,251,54,1,Bizum,0
323,2025-11-27 17:00:00,172,111,2,Cheque regalo,10
324,2025-10-26 21:00:00,384,97,1,Tarjeta,10
325,2025-12-29 13:00:00,378,33,2,Tarjeta,10
326,2025-06-26 08:00:00,482,98,1,Cheque regalo,0
327,2025-03-16 01:00:00,158,84,3,Tarjeta,0
328,2025-08-02 15:00:00,362,46,1,Tarjeta,5
329,2025-03-18 07:00:00,288,92,2,Efectivo,5
330,2025-04-09 03:00:00,441,110,2,Tarjeta,0
331,2025-03-13 17:00:00,91,149,2,Bizum,0
332,2025-09-23 22:00:00,255,65,1,Cheque regalo,0
333,2025-12-03 09:00:00,203,12,1,Bizum,0
334,2025-02-04 07:00:00,273,39,1,Tarjeta,0
335,2025-05-01 12:00:00,139,35,2,Efectivo,5
336,2025-01-01 21:00:00,415,135,2,Tarjeta,5
337,2025-12-24 19:00:00,500,103,1,Bizum,0
338,2025-12-27 08:00:00,221,90,3,Bizum,15
339,2025-09-19 09:00:00,30,145,3,Tarjeta,0
340,2025-03-14 08:00:00,175,33,2,Bizum,5
341,2025-02-13 22:00:00,263,85,3,Tarjeta,0
342,2025-09-07 00:00:00,80,43,2,Bizum,10
343,2025-05-31 20:00:00,255,62,4,Bizum,0
344,2025-04-10 08:00:00,363,33,4,Tarjeta,0
345,2025-11-11 12:00:00,164,106,2,Tarjeta,10
346,2025-02-21 07:00:00,436,145,4,Tarjeta,0
347,2025-10-09 11:00:00,257,105,1,Efectivo,0
348,2025-06-17 01:00:00,196,73,3,Bizum,5
349,2025-10-10 09:00:00,399,6,4,Tarjeta,0
350,2025-06-18 04:00:00,297,62,3,Tarjeta,5
351,2025-10-01 06:00:00,300,86,3,Tarjeta,10
352,2025-01-06 12:00:00,383,148,2,Efectivo,15
353,2025-04-29 03:00:00,354,22,1,Tarjeta,0
354,2025-03-23 19:00:00,483,104,3,Tarjeta,20
355,2025-10-18 07:00:00,158,46,2,Tarjeta,5
356,2025-02-14 11:00:00,19,113,3,Efectivo,10
357,2025-05-13 11:00:00,240,146,2,Efectivo,0
358,2025-12-19 10:00:00,363,138,5,Bizum,15
359,2025-07-13 15:00:00,374,145,2,Bizum,0
360,2025-07-23 07:00:00,6,6,2,Tarjeta,15
361,2025-02-06 13:00:00,209,113,1,Tarjeta,0
362,2025-12-30 16:00:00,443,55,2,Tarjeta,0
363,2025-06-10 23:00:00,37,122,1,Efectivo,0
364,2025-03-06 22:00:00,381,141,1,Tarjeta,15
365,2025-11-24 21:00:00,436,34,3,Cheque regalo,5
366,2025-01-02 04:00:00,73,103,3,Tarjeta,0
367,2025-05-31 02:00:00,499,124,1,Efectivo,0
368,2025-11-18 01:00:00,110,61,1,Bizum,0
369,2025-06-07 09:00:00,441,103,4,Tarjeta,0
370,2025-06-08 16:00:00,167,30,2,Tarjeta,0
371,2025-12-05 16:00:00,217,77,1,Bizum,5
372,2025-01-26 04:00:00,180,110,1,Tarjeta,10
373,2025-08-23 06:00:00,308,2,3,Efectivo,0
374,2025-06-20 06:00:00,56,118,2,Tarjeta,0
375,2025-12-14 12:00:00,36,81,4,Tarjeta,10
376,2025-08-16 15:00:00,184,8,3,Efectivo,5
377,2025-09-18 16:00:00,436,150,2,Tarjeta,0
378,2025-11-30 10:00:00,394,128,2,Bizum,10
379,2025-05-05 10:00:00,132,12,2,Tarjeta,0
380,2025-07-21 09:00:00,180,121,1,Tarjeta,0
381,2025-05-03 06:00:00,464,43,4,Tarjeta,5
382,2025-12-26 09:00:00,16,134,3,Tarjeta,0
383,2025-12-18 20:00:00,252,51,2,Bizum,5
384,2025-05-16 01:00:00,486,11,3,Efectivo,0
385,2025-07-03 17:00:00,280,141,1,Bizum,0
386,2025-10-13 03:00:00,124,10,2,Bizum,0
387,2025-08-10 18:00:00,349,56,2,Efectivo,10
388,2025-09-16 22:00:00,343,50,1,Tarjeta,0
389,2025-11-23 09:00:00,210,84,1,Bizum,0
390,2025-07-22 16:00:00,286,120,3,Bizum,0
391,2025-02-02 21:00:00,149,68,2,Tarjeta,5
392,2025-12-09 07:00:00,327,36,3,Bizum,0
393,2025-01-18 13:00:00,263,26,3,Efectivo,0
394,2025-02-24 12:00:00,152,81,2,Bizum,0
395,2025-06-13 21:00:00,101,42,2,Bizum,0
396,2025-01-05 09:00:00,176,122,1,Bizum,0
397,2025-01-05 13:00:00,186,137,3,Tarjeta,15
398,2025-11-14 11:00:00,334,45,3,Tarjeta,0
399,2025-09-23 22:00:00,60,134,1,Bizum,0
400,2025-06-28 15:00:00,33,125,1,Tarjeta,0
401,2025-01-10 22:00:00,478,30,3,Efectivo,0
402,2025-04-23 03:00:00,169,132,2,Efectivo,0
403,2025-03-04 02:00:00,217,33,3,Efectivo,5
404,2025-04-12 16:00:00,370,42,1,Tarjeta,20
405,2025-04-09 15:00:00,141,150,1,Tarjeta,0
406,2025-05-16 22:00:00,222,105,3,Tarjeta,0
407,2025-06-27 16:00:00,303,37,3,Tarjeta,0
408,2025-03-12 09:00:00,309,8,1,Efectivo,0
409,2025-07-08 09:00:00,23,51,1,Tarjeta,0
410,2025-06-11 14:00:00,65,1,2,Tarjeta,0
411,2025-09-29 19:00:00,200,87,3,Tarjeta,0
412,2025-01-23 11:00:00,165,84,4,Tarjeta,0
413,2025-12-03 13:00:00,264,141,1,Tarjeta,0
414,2025-03-09 08:00:00,212,31,2,Tarjeta,0
415,2025-03-22 16:00:00,156,30,3,Tarjeta,10
416,2025-08-04 13:00:00,26,100,3,Efectivo,0
417,2025-12-10 02:00:00,400,34,3,Tarjeta,5
418,2025-01-25 07:00:00,28,32,4,Tarjeta,0
419,2025-05-13 17:00:00,458,46,2,Bizum,0
420,2025-02-02 20:00:00,142,148,2,Bizum,5
421,2025-08-07 02:00:00,259,110,3,Tarjeta,0
422,2025-06-26 16:00:00,200,90,2,Tarjeta,5
423,2025-02-15 18:00:00,255,104,3,Efectivo,0
424,2025-11-13 09:00:00,477,26,2,Tarjeta,0
425,2025-11-13 02:00:00,84,144,2,Tarjeta,5
426,2025-07-03 00:00:00,163,59,2,Tarjeta,0
427,2025-03-26 08:00:00,353,105,1,Efectivo,0
428,2025-05-31 21:00:00,4,14,1,Tarjeta,10
429,2025-08-13 17:00:00,333,29,3,Tarjeta,5
430,2025-11-24 01:00:00,51,104,3,Tarjeta,0
431,2025-12-17 14:00:00,341,136,3,Tarjeta,5
432,2025-04-18 00:00:00,133,142,3,Cheque regalo,0
433,2025-06-06 14:00:00,94,35,2,Bizum,5
434,2025-08-04 06:00:00,267,102,3,Tarjeta,10
435,2025-10-11 02:00:00,427,68,1,Bizum,0
436,2025-12-12 17:00:00,349,102,1,Tarjeta,0
437,2025-01-11 04:00:00,471,77,2,Tarjeta,5
438,2025-02-07 04:00:00,300,142,1,Tarjeta,0
439,2025-05-21 14:00:00,440,141,1,Tarjeta,5
440,2025-08-13 11:00:00,221,3,3,Tarjeta,5
441,2025-11-05 21:00:00,144,49,2,Bizum,15
442,2025-07-15 21:00:00,146,23,2,Tarjeta,5
443,2025-02-09 05:00:00,93,46,2,Tarjeta,0
444,2025-10-27 11:00:00,372,52,2,Tarjeta,0
445,2025-05-11 06:00:00,235,133,1,Tarjeta,10
446,2025-09-03 22:00:00,430,61,1,Tarjeta,5
447,2025-12-22 09:00:00,448,105,3,Bizum,0
448,2025-03-10 16:00:00,17,27,2,Tarjeta,5
449,2025-05-02 12:00:00,170,111,1,Tarjeta,5
450,2025-04-23 01:00:00,7,41,2,Tarjeta,0
451,2025-11-30 07:00:00,450,51,2,Efectivo,0
452,2025-01-28 04:00:00,477,137,2,Tarjeta,0
453,2025-06-03 16:00:00,493,128,1,Tarjeta,0
454,2025-12-25 01:00:00,219,140,4,Efectivo,0
455,2025-09-04 08:00:00,129,149,2,Efectivo,0
456,2025-07-19 08:00:00,35,99,4,Tarjeta,0
457,2025-12-14 10:00:00,417,105,2,Tarjeta,0
458,2025-01-11 16:00:00,401,14,2,Tarjeta,0
459,2025-02-21 20:00:00,138,14,1,Tarjeta,5
460,2025-04-11 02:00:00,247,27,3,Tarjeta,0
461,2025-09-17 20:00:00,486,117,1,Bizum,0
462,2025-03-12 15:00:00,284,81,2,Tarjeta,0
463,2025-01-01 10:00:00,15,88,2,Tarjeta,0
464,2025-10-27 19:00:00,41,52,2,Tarjeta,0
465,2025-07-21 14:00:00,158,38,3,Tarjeta,0
466,2025-05-22 22:00:00,477,74,1,Tarjeta,0
467,2025-10-11 19:00:00,440,39,3,Tarjeta,15
468,2025-09-27 19:00:00,90,52,4,Bizum,0
469,2025-05-15 23:00:00,291,109,2,Tarjeta,10
470,2025-12-19 21:00:00,239,16,2,Efectivo,0
471,2025-10-18 21:00:00,137,90,3,Tarjeta,5
472,2025-03-17 00:00:00,457,109,4,Bizum,5
